sentence,label,target_position,target_word,pos_tag,gloss,eg_sent,bis_def_collins,exps_collins,bis_def_longman,exps_longman,bis_def_oxford_advanced,exps_oxford_advanced
her resistance melted under his charm .,1,2,melt,VERB,Make or become liquefied by heat.,the hot metal melted the wax,"V-ERG  );() When a solid substance melts or when you melt it, it changes to a liquid, usually because it has been heated. );() ","['The snow had melted, but the lake was still frozen solid.', 'Meanwhile, melt the white chocolate in a bowl suspended over simmering water.', 'Add the melted butter, molasses, salt, and flour.']"," if something solid melts or if heat melts it, it becomes liquid","['It was warmer now, and the snow was beginning to melt.']",to become or make something become liquid as a result of heating,"['The snow showed no sign of melting.', 'melting ice', 'The sun had melted the snow.', 'First, melt two ounces of butter.']"
The furniture molded in the old house .,0,2,mold,VERB,,,,[],,[],to shape a soft substance into a particular form or object by pressing it or by putting it into a mold,"['First, mold the clay into the desired shape.', 'The figure had been molded in clay.']"
She molded the rice balls carefully .,0,1,mold,VERB,,,,[],,[],to shape a soft substance into a particular form or object by pressing it or by putting it into a mold,"['First, mold the clay into the desired shape.', 'The figure had been molded in clay.']"
The dress molds her beautiful figure .,1,2,mold,VERB,,,,[],,[],to shape a soft substance into a particular form or object by pressing it or by putting it into a mold,"['First, mold the clay into the desired shape.', 'The figure had been molded in clay.']"
They mounted the aerator on a floating .,0,1,mount,VERB,"Climb up (stairs, a hill, or other rising surface)",he mounted the steps,"VERB  ;; If you mount a campaign or event, you organize it and make it take place. ;; ","['The ANC announced it was mounting a major campaign of mass political protests.', '...a security operation mounted by the army.']"," to plan, organize, and begin an event or a course of action","['The National Gallery mounted an exhibition of Danish painting.', 'Friends of the Earth are mounting a campaign to monitor the illegal logging of trees.', 'Guerrillas have mounted an attack on the capital.']",to organize and begin something ,['to mount a protest/campaign/an exhibition']
mount slides for macroscopic analysis .,0,0,mount,VERB,"Climb up (stairs, a hill, or other rising surface)",he mounted the steps,"VERB  ;; If you mount a campaign or event, you organize it and make it take place. ;; ","['The ANC announced it was mounting a major campaign of mass political protests.', '...a security operation mounted by the army.']"," to plan, organize, and begin an event or a course of action","['The National Gallery mounted an exhibition of Danish painting.', 'Friends of the Earth are mounting a campaign to monitor the illegal logging of trees.', 'Guerrillas have mounted an attack on the capital.']",to organize and begin something ,['to mount a protest/campaign/an exhibition']
mount a campaign against pornography .,1,0,mount,VERB,"Climb up (stairs, a hill, or other rising surface)",he mounted the steps,"VERB  ;; If you mount a campaign or event, you organize it and make it take place. ;; ","['The ANC announced it was mounting a major campaign of mass political protests.', '...a security operation mounted by the army.']"," to plan, organize, and begin an event or a course of action","['The National Gallery mounted an exhibition of Danish painting.', 'Friends of the Earth are mounting a campaign to monitor the illegal logging of trees.', 'Guerrillas have mounted an attack on the capital.']",to organize and begin something ,['to mount a protest/campaign/an exhibition']
mount a theater production .,1,0,mount,VERB,"Climb up (stairs, a hill, or other rising surface)",he mounted the steps,"VERB  ;; If you mount a campaign or event, you organize it and make it take place. ;; ","['The ANC announced it was mounting a major campaign of mass political protests.', '...a security operation mounted by the army.']"," to plan, organize, and begin an event or a course of action","['The National Gallery mounted an exhibition of Danish painting.', 'Friends of the Earth are mounting a campaign to monitor the illegal logging of trees.', 'Guerrillas have mounted an attack on the capital.']",to organize and begin something ,['to mount a protest/campaign/an exhibition']
She nags her husband all day long .,0,1,nag,VERB,Harass (someone) constantly to do something that they are averse to.,she constantly nags her daughter about getting married,"VERB  ; If someone nags you, they keep asking you to do something you have not done yet or do not want to do. ; [disapproval] [Also VERB] ","['The more Sarah nagged her, the more stubborn Cissie became.', 'My girlfriend nagged me to cut my hair.', 'She had stopped nagging him about never being home.', '...children nagging their parents into buying things.', 'Aunt Molly is a nag about regular meals.']","to keep asking someone to do something, or to keep complaining to someone about their behaviour, in an annoying way","['I wish you’d stop nagging!', 'Nadia’s been nagging me to fix the lamp.', 'She keeps nagging me about my weight.', 'He’s always nagging at Paula for wearing too much makeup.']",to keep complaining to somebody about their behaviour or keep asking them to do something ,"[""Stop nagging—I'll do it as soon as I can."", 'She had been nagging him to paint the fence.']"
nagging concerns and doubts .,1,0,nag,VERB,Harass (someone) constantly to do something that they are averse to.,she constantly nags her daughter about getting married,"VERB  ; If someone nags you, they keep asking you to do something you have not done yet or do not want to do. ; [disapproval] [Also VERB] ","['The more Sarah nagged her, the more stubborn Cissie became.', 'My girlfriend nagged me to cut my hair.', 'She had stopped nagging him about never being home.', '...children nagging their parents into buying things.', 'Aunt Molly is a nag about regular meals.']","to keep asking someone to do something, or to keep complaining to someone about their behaviour, in an annoying way","['I wish you’d stop nagging!', 'Nadia’s been nagging me to fix the lamp.', 'She keeps nagging me about my weight.', 'He’s always nagging at Paula for wearing too much makeup.']",to keep complaining to somebody about their behaviour or keep asking them to do something ,"[""Stop nagging—I'll do it as soon as I can."", 'She had been nagging him to paint the fence.']"
negociate securities .,0,0,negociate,VERB,Obtain or bring about by discussion.,he negotiated a new contract with the sellers,,[],,[],,[]
The hiker negociated the high mountain pass .,1,2,negociate,VERB,Obtain or bring about by discussion.,he negotiated a new contract with the sellers,,[],,[],,[]
The parties negociated all night .,0,2,negociate,VERB,Obtain or bring about by discussion.,he negotiated a new contract with the sellers,,[],,[],,[]
The treaty neutralized the small republic .,1,2,neutralize,VERB,Make (something) ineffective by applying an opposite force or effect.,impatience at his frailty began to neutralize her fear,VERB  ; To neutralize something means to prevent it from having any effect or from working properly. ; ,"['The US is trying to neutralize the resolution in the UN Security Council.', 'The intruder smashed a window to get in and then neutralized the alarm system.']",to prevent something from having any effect,['Rising prices neutralize increased wages.'],to stop something from having any effect,"['The latest figures should neutralize the fears of inflation.', 'This strategy effectively neutralized what the Conservatives had hoped would be a vote-winner.']"
Her optimism neutralizes his gloom .,1,2,neutralize,VERB,Make (something) ineffective by applying an opposite force or effect.,impatience at his frailty began to neutralize her fear,VERB  ; To neutralize something means to prevent it from having any effect or from working properly. ; ,"['The US is trying to neutralize the resolution in the UN Security Council.', 'The intruder smashed a window to get in and then neutralized the alarm system.']",to prevent something from having any effect,['Rising prices neutralize increased wages.'],to stop something from having any effect,"['The latest figures should neutralize the fears of inflation.', 'This strategy effectively neutralized what the Conservatives had hoped would be a vote-winner.']"
She neutralized the solution .,0,1,neutralize,VERB,Make (something) ineffective by applying an opposite force or effect.,impatience at his frailty began to neutralize her fear,VERB  ; To neutralize something means to prevent it from having any effect or from working properly. ; ,"['The US is trying to neutralize the resolution in the UN Security Council.', 'The intruder smashed a window to get in and then neutralized the alarm system.']",to prevent something from having any effect,['Rising prices neutralize increased wages.'],to stop something from having any effect,"['The latest figures should neutralize the fears of inflation.', 'This strategy effectively neutralized what the Conservatives had hoped would be a vote-winner.']"
He nodded his approval .,0,1,nod,VERB,"Lower and raise one's head slightly and briefly, especially in greeting, assent, or understanding, or to give someone a signal.",he looked around for support and everyone nodded,"VERB  [no passive] ; If you nod, you move your head downwards and upwards to show that you are answering 'yes' to a question, or to show agreement, understanding, or approval. ; ","[""'Are you okay?' I asked. She nodded and smiled."", 'David said nothing, but simply nodded, as if understanding perfectly.', 'Jacques tasted one and nodded his approval.', ""'Oh, yes,' she nodded. 'I understand you very well.'""]","to move your head up and down, especially in order to show agreement or understanding","['I asked her if she was ready to go, and she nodded.', 'Mom nodded her head sympathetically.', 'Corbett nodded his acceptance.']","if you nod, nod your head or your head nods, you move your head up and down to show agreement, understanding, etc.","['I asked him if he would help me and he nodded.', '‘Ready?’ She nodded at me and we set off.', 'Her head nodded in agreement.', 'He nodded his head sympathetically.', 'She nodded approval.']"
The teacher nodded when the student gave the right answer .,0,2,nod,VERB,"Lower and raise one's head slightly and briefly, especially in greeting, assent, or understanding, or to give someone a signal.",he looked around for support and everyone nodded,"VERB  [no passive] ; If you nod, you move your head downwards and upwards to show that you are answering 'yes' to a question, or to show agreement, understanding, or approval. ; ","[""'Are you okay?' I asked. She nodded and smiled."", 'David said nothing, but simply nodded, as if understanding perfectly.', 'Jacques tasted one and nodded his approval.', ""'Oh, yes,' she nodded. 'I understand you very well.'""]","to move your head up and down, especially in order to show agreement or understanding","['I asked her if she was ready to go, and she nodded.', 'Mom nodded her head sympathetically.', 'Corbett nodded his acceptance.']","if you nod, nod your head or your head nods, you move your head up and down to show agreement, understanding, etc.","['I asked him if he would help me and he nodded.', '‘Ready?’ She nodded at me and we set off.', 'Her head nodded in agreement.', 'He nodded his head sympathetically.', 'She nodded approval.']"
The old man was nodding in his chair .,0,4,nod,VERB,"Lower and raise one's head slightly and briefly, especially in greeting, assent, or understanding, or to give someone a signal.",he looked around for support and everyone nodded,"VERB  [no passive] ; If you nod, you move your head downwards and upwards to show that you are answering 'yes' to a question, or to show agreement, understanding, or approval. ; ","[""'Are you okay?' I asked. She nodded and smiled."", 'David said nothing, but simply nodded, as if understanding perfectly.', 'Jacques tasted one and nodded his approval.', ""'Oh, yes,' she nodded. 'I understand you very well.'""]","to move your head up and down, especially in order to show agreement or understanding","['I asked her if she was ready to go, and she nodded.', 'Mom nodded her head sympathetically.', 'Corbett nodded his acceptance.']","if you nod, nod your head or your head nods, you move your head up and down to show agreement, understanding, etc.","['I asked him if he would help me and he nodded.', '‘Ready?’ She nodded at me and we set off.', 'Her head nodded in agreement.', 'He nodded his head sympathetically.', 'She nodded approval.']"
the flowers were nodding in the breeze .,1,3,nod,VERB,"Lower and raise one's head slightly and briefly, especially in greeting, assent, or understanding, or to give someone a signal.",he looked around for support and everyone nodded,"VERB  [no passive] ; If you nod, you move your head downwards and upwards to show that you are answering 'yes' to a question, or to show agreement, understanding, or approval. ; ","[""'Are you okay?' I asked. She nodded and smiled."", 'David said nothing, but simply nodded, as if understanding perfectly.', 'Jacques tasted one and nodded his approval.', ""'Oh, yes,' she nodded. 'I understand you very well.'""]","to move your head up and down, especially in order to show agreement or understanding","['I asked her if she was ready to go, and she nodded.', 'Mom nodded her head sympathetically.', 'Corbett nodded his acceptance.']","if you nod, nod your head or your head nods, you move your head up and down to show agreement, understanding, etc.","['I asked him if he would help me and he nodded.', '‘Ready?’ She nodded at me and we set off.', 'Her head nodded in agreement.', 'He nodded his head sympathetically.', 'She nodded approval.']"
We painted the rooms yellow .,0,1,paint,VERB,Cover the surface of (something) with paint.,the ceiling was painted dark grey,"VERB  … If you paint a wall or an object, you cover it with paint. … [Also VERB] ","['They started to mend the woodwork and paint the walls.', 'I made a guitar and painted it red.', '...painted furniture.']", to put paint on a surface,"['The ceiling needs painting.', 'brightly painted houses', 'We painted the door blue.', 'The living room was painted in pastel shades of pink and blue.']",to cover a surface or object with paint,"[""We've had the house painted."", 'Paint the shed with weather-resistant paint.', 'a brightly painted barge', 'The walls were painted yellow.']"
He painted his mistress many times .,0,1,paint,VERB,Cover the surface of (something) with paint.,the ceiling was painted dark grey,"VERB  … If you paint a wall or an object, you cover it with paint. … [Also VERB] ","['They started to mend the woodwork and paint the walls.', 'I made a guitar and painted it red.', '...painted furniture.']", to put paint on a surface,"['The ceiling needs painting.', 'brightly painted houses', 'We painted the door blue.', 'The living room was painted in pastel shades of pink and blue.']",to cover a surface or object with paint,"[""We've had the house painted."", 'Paint the shed with weather-resistant paint.', 'a brightly painted barge', 'The walls were painted yellow.']"
Her violent feelings palpitated the young woman 's heart .,0,3,palpitate,VERB,"(of the heart) beat rapidly, strongly, or irregularly.",his heart was palpitating and his palms sweated,"If someone's heart palpitates, it beats very fast in an irregular way, because they are frightened or anxious.","['He felt suddenly faint, and his heart began to palpitate.']","if your heart palpitates, it beats quickly in an irregular way",[],to beat rapidly and/or in an irregular way especially because of fear or excitement,"['He was aware of his palpitating heart.', 'Her heart was palpitating wildly.']"
paste the sign on the wall .,0,0,paste,VERB,Coat with paste.,"when coating walls with fabric , paste the wall , not the fabric","If you paste something on a surface, you put glue or paste on it and stick it on the surface.  [Also V n with n]","['...pasting labels on bottles.', 'Activists pasted up posters criticizing the leftist leaders.']", to stick something to something else using glue,['A notice had been pasted to the door.'],to stick something to something else using glue or paste,"['He pasted the pictures into his scrapbook.', 'Paste the two pieces together.', 'Paste down the edges.']"
paste the sign on the wall .,0,0,paste,VERB,Coat with paste.,"when coating walls with fabric , paste the wall , not the fabric","If you paste something on a surface, you put glue or paste on it and stick it on the surface.  [Also V n with n]","['...pasting labels on bottles.', 'Activists pasted up posters criticizing the leftist leaders.']", to stick something to something else using glue,['A notice had been pasted to the door.'],to stick something to something else using glue or paste,"['He pasted the pictures into his scrapbook.', 'Paste the two pieces together.', 'Paste down the edges.']"
He pasted his opponent .,1,1,paste,VERB,Coat with paste.,"when coating walls with fabric , paste the wall , not the fabric","If you paste something on a surface, you put glue or paste on it and stick it on the surface.  [Also V n with n]","['...pasting labels on bottles.', 'Activists pasted up posters criticizing the leftist leaders.']", to stick something to something else using glue,['A notice had been pasted to the door.'],to stick something to something else using glue or paste,"['He pasted the pictures into his scrapbook.', 'Paste the two pieces together.', 'Paste down the edges.']"
The new moon peeped through the tree tops .,1,3,peep,VERB,"Look quickly and furtively at something, especially through a narrow opening.",his door was ajar and she could n't resist peeping in,"If you peep, or peep at something, you have a quick look at it, often secretly and quietly.","['Children came to peep at him round the doorway.', 'Now and then she peeped to see if he was noticing her.']"," to look at something quickly and secretly, especially through a hole or opening","['The door was ajar and Helen peeped in.', 'Henry peeped through the window into the kitchen.']","to look quickly and secretly at something, especially through a small opening.","['We caught her peeping through the keyhole.', 'Could I just peep inside?', 'He was peeping at her through his fingers.']"
The cold pierced her bones .,1,2,pierce,VERB,(of a sharp pointed object) go into or through (something),a splinter had pierced the skin,"If a sharp object pierces something, or if you pierce something with a sharp object, the object goes into it and makes a hole in it.","['One bullet pierced the left side of his chest.', 'Pierce the skin of the potato with a fork.']"," to make a small hole in or through something, using an object with a sharp point","['Steam the corn until it can easily be pierced with a fork.', 'Rose underwent emergency surgery after a bullet pierced her lung.']","to make a small hole in something, or to go through something, with a sharp object","['The arrow pierced his shoulder.', 'He pierced another hole in his belt with his knife.', 'to have your ears/nose, etc. pierced (= to have a small hole made in your ears/nose, etc. so that you can wear jewellery there)', 'She was pierced to the heart with guilt.', 'The knife pierced through his coat.', 'The narrowed blue eyes seemed to pierce right through her.']"
The scream pierced the night .,1,2,pierce,VERB,(of a sharp pointed object) go into or through (something),a splinter had pierced the skin,"If a sharp object pierces something, or if you pierce something with a sharp object, the object goes into it and makes a hole in it.","['One bullet pierced the left side of his chest.', 'Pierce the skin of the potato with a fork.']"," to make a small hole in or through something, using an object with a sharp point","['Steam the corn until it can easily be pierced with a fork.', 'Rose underwent emergency surgery after a bullet pierced her lung.']","to make a small hole in something, or to go through something, with a sharp object","['The arrow pierced his shoulder.', 'He pierced another hole in his belt with his knife.', 'to have your ears/nose, etc. pierced (= to have a small hole made in your ears/nose, etc. so that you can wear jewellery there)', 'She was pierced to the heart with guilt.', 'The knife pierced through his coat.', 'The narrowed blue eyes seemed to pierce right through her.']"
The needle pierced her flesh .,0,2,pierce,VERB,(of a sharp pointed object) go into or through (something),a splinter had pierced the skin,"If a sharp object pierces something, or if you pierce something with a sharp object, the object goes into it and makes a hole in it.","['One bullet pierced the left side of his chest.', 'Pierce the skin of the potato with a fork.']"," to make a small hole in or through something, using an object with a sharp point","['Steam the corn until it can easily be pierced with a fork.', 'Rose underwent emergency surgery after a bullet pierced her lung.']","to make a small hole in something, or to go through something, with a sharp object","['The arrow pierced his shoulder.', 'He pierced another hole in his belt with his knife.', 'to have your ears/nose, etc. pierced (= to have a small hole made in your ears/nose, etc. so that you can wear jewellery there)', 'She was pierced to the heart with guilt.', 'The knife pierced through his coat.', 'The narrowed blue eyes seemed to pierce right through her.']"
pin the needle to the shirt .,0,0,pin,VERB,Attach or fasten with a pin or pins.,he pinned the badge on to his lapel,,[],"to fasten something somewhere, or to join two things together, using a pin","['Can you pin this to the notice board?', 'He pinned the name tag on his jacket.', 'She had photos of her kids pinned up next to her desk.']","to attach something onto another thing or fasten things together with a pin, etc.","['She pinned the badge onto her jacket.', 'A message had been pinned to the noticeboard.', 'Pin all the pieces of material together.', 'She always wears her hair pinned back.']"
The bugs pinged the lamp shade .,0,2,ping,VERB,"Make or cause to make a short, high-pitched ringing sound.",the doorbell pinged,"If a bell or a piece of metal pings, it makes a short, high-pitched noise.",['The lift bell pinged at the fourth floor.'], to make a short high ringing sound,[],"to make a short, high ringing sound; to make something produce this sound","['He threw himself to the ground as bullets pinged off the metal behind him.', 'You have to ping the bell on the desk to get someone to come and attend to you.']"
the bullet pinged when they struck the car .,0,2,ping,VERB,"Make or cause to make a short, high-pitched ringing sound.",the doorbell pinged,"If a bell or a piece of metal pings, it makes a short, high-pitched noise.",['The lift bell pinged at the fourth floor.'], to make a short high ringing sound,[],"to make a short, high ringing sound; to make something produce this sound","['He threw himself to the ground as bullets pinged off the metal behind him.', 'You have to ping the bell on the desk to get someone to come and attend to you.']"
I 'll ping my accountant -- April 15 is nearing .,1,2,ping,VERB,"Make or cause to make a short, high-pitched ringing sound.",the doorbell pinged,"If a bell or a piece of metal pings, it makes a short, high-pitched noise.",['The lift bell pinged at the fourth floor.'], to make a short high ringing sound,[],"to make a short, high ringing sound; to make something produce this sound","['He threw himself to the ground as bullets pinged off the metal behind him.', 'You have to ping the bell on the desk to get someone to come and attend to you.']"
ping your machine in the office .,0,0,ping,VERB,"Make or cause to make a short, high-pitched ringing sound.",the doorbell pinged,"If a bell or a piece of metal pings, it makes a short, high-pitched noise.",['The lift bell pinged at the fourth floor.'], to make a short high ringing sound,[],"to make a short, high ringing sound; to make something produce this sound","['He threw himself to the ground as bullets pinged off the metal behind him.', 'You have to ping the bell on the desk to get someone to come and attend to you.']"
the stock market plunged .,1,3,plunge,VERB,Jump or dive quickly and energetically.,our little daughters whooped as they plunged into the sea,"If something or someone plunges in a particular direction, especially into water, they fall, rush, or throw themselves in that direction.","['At least 50 people died when a bus plunged into a river.', 'He ran down the steps to the pool terrace and plunged in.']"," to move, fall, or be thrown suddenly forwards or downwards","['Her car swerved and plunged off the cliff.', 'Both the climbers had plunged to their deaths.']",to move or make somebody/something move suddenly forwards and/or downwards,"['She lost her balance and plunged 100 feet to her death.', 'The train left the track and plunged down the embankment.', 'The earthquake plunged entire towns over the edge of the cliffs.']"
The professor plunged his students into the study of the Italian text .,1,2,plunge,VERB,Jump or dive quickly and energetically.,our little daughters whooped as they plunged into the sea,"If something or someone plunges in a particular direction, especially into water, they fall, rush, or throw themselves in that direction.","['At least 50 people died when a bus plunged into a river.', 'He ran down the steps to the pool terrace and plunged in.']"," to move, fall, or be thrown suddenly forwards or downwards","['Her car swerved and plunged off the cliff.', 'Both the climbers had plunged to their deaths.']",to move or make somebody/something move suddenly forwards and/or downwards,"['She lost her balance and plunged 100 feet to her death.', 'The train left the track and plunged down the embankment.', 'The earthquake plunged entire towns over the edge of the cliffs.']"
poison someone 's mind .,1,0,poison,VERB,"Administer poison to (a person or animal), either deliberately or accidentally.",someone had tried to poison me,"If someone poisons another person, they kill the person or make them ill by giving them poison.",['The rumours that she had poisoned him could never be proved.'],"to give someone poison, especially by adding it to their food or drink, in order to harm or kill them","['She was accused in 1974 of poisoning her second husband, Charles.', 'He killed several people by poisoning their tea.', 'Helms attempted to poison his whole family with strychnine.']",to harm or kill a person or an animal by giving them poison,"['In the last chapter, she poisons herself with arsenic.', 'Thousands are at risk of being poisoned by fumes from faulty heaters.']"
She poisoned her husband .,0,1,poison,VERB,"Administer poison to (a person or animal), either deliberately or accidentally.",someone had tried to poison me,"If someone poisons another person, they kill the person or make them ill by giving them poison.",['The rumours that she had poisoned him could never be proved.'],"to give someone poison, especially by adding it to their food or drink, in order to harm or kill them","['She was accused in 1974 of poisoning her second husband, Charles.', 'He killed several people by poisoning their tea.', 'Helms attempted to poison his whole family with strychnine.']",to harm or kill a person or an animal by giving them poison,"['In the last chapter, she poisons herself with arsenic.', 'Thousands are at risk of being poisoned by fumes from faulty heaters.']"
Her husband poisoned her drink in order to kill her .,0,2,poison,VERB,"Administer poison to (a person or animal), either deliberately or accidentally.",someone had tried to poison me,"If someone poisons another person, they kill the person or make them ill by giving them poison.",['The rumours that she had poisoned him could never be proved.'],"to give someone poison, especially by adding it to their food or drink, in order to harm or kill them","['She was accused in 1974 of poisoning her second husband, Charles.', 'He killed several people by poisoning their tea.', 'Helms attempted to poison his whole family with strychnine.']",to harm or kill a person or an animal by giving them poison,"['In the last chapter, she poisons herself with arsenic.', 'Thousands are at risk of being poisoned by fumes from faulty heaters.']"
This mushrooms can poison .,0,3,poison,VERB,"Administer poison to (a person or animal), either deliberately or accidentally.",someone had tried to poison me,"If someone poisons another person, they kill the person or make them ill by giving them poison.",['The rumours that she had poisoned him could never be proved.'],"to give someone poison, especially by adding it to their food or drink, in order to harm or kill them","['She was accused in 1974 of poisoning her second husband, Charles.', 'He killed several people by poisoning their tea.', 'Helms attempted to poison his whole family with strychnine.']",to harm or kill a person or an animal by giving them poison,"['In the last chapter, she poisons herself with arsenic.', 'Thousands are at risk of being poisoned by fumes from faulty heaters.']"
The book portrays the actor as a selfish person .,1,2,portray,VERB,Depict (someone or something) in a work of art or literature.,the ineffectual Oxbridge dons portrayed by Evelyn Waugh,"When an actor or actress portrays someone, he or she plays that person in a play or film.","[""In 1975 he portrayed the king in a Los Angeles revival of 'Camelot'."", '...the busty and rumbustious Mrs Hall, excellently portrayed by Toni Palmer.']","to describe or show someone or something in a particular way, according to your opinion of them","['Romantic artists portrayed nature as wild and powerful.', 'The president likes to portray himself as a friend of working people.']",to show somebody/something in a picture; to describe somebody/something in a piece of writing ,"['The painting portrays the duke’s third wife.', 'He was one of the first to portray animals from the New World.', 'His war poetry vividly portrays life in the trenches.']"
The father is portrayed as a good - looking man in this painting .,0,3,portray,VERB,Depict (someone or something) in a work of art or literature.,the ineffectual Oxbridge dons portrayed by Evelyn Waugh,"When an actor or actress portrays someone, he or she plays that person in a play or film.","[""In 1975 he portrayed the king in a Los Angeles revival of 'Camelot'."", '...the busty and rumbustious Mrs Hall, excellently portrayed by Toni Palmer.']","to describe or show someone or something in a particular way, according to your opinion of them","['Romantic artists portrayed nature as wild and powerful.', 'The president likes to portray himself as a friend of working people.']",to show somebody/something in a picture; to describe somebody/something in a piece of writing ,"['The painting portrays the duke’s third wife.', 'He was one of the first to portray animals from the New World.', 'His war poetry vividly portrays life in the trenches.']"
This poses an interesting question .,1,1,pose,VERB,Present or constitute (a problem or danger),the sheer number of visitors is posing a threat to the area,"If something poses a problem or a danger, it is the cause of that problem or danger.","['This could pose a threat to jobs in the coal industry.', 'His ill health poses serious problems for the future.']"," to exist in a way that may cause a problem, danger, difficulty etc","['Officials claim the chemical poses no real threat.', 'The events pose a challenge to the church’s leadership.', 'Rising unemployment is posing serious problems for the administration.']","to create a threat, problem, etc. that has to be dealt with","['to pose a threat/challenge/danger/risk', 'The task poses no special problems.']"
We do n't know the woman who posed for Leonardo so often .,0,7,pose,VERB,Present or constitute (a problem or danger),the sheer number of visitors is posing a threat to the area,"If something poses a problem or a danger, it is the cause of that problem or danger.","['This could pose a threat to jobs in the coal industry.', 'His ill health poses serious problems for the future.']"," to exist in a way that may cause a problem, danger, difficulty etc","['Officials claim the chemical poses no real threat.', 'The events pose a challenge to the church’s leadership.', 'Rising unemployment is posing serious problems for the administration.']","to create a threat, problem, etc. that has to be dealt with","['to pose a threat/challenge/danger/risk', 'The task poses no special problems.']"
the salesman pounded the door knocker .,0,2,pound,VERB,Strike or hit heavily and repeatedly.,Patrick pounded the couch with his fists,"If you pound something or pound on it, you hit it with great force, usually loudly and repeatedly.","['He pounded the table with his fist.', 'Somebody began pounding on the front door.', 'She came at him, pounding her fists against his chest.', '...the pounding waves.']"," to hit something very hard several times and make a lot of noise, damage it, break it into smaller pieces etc","['He began pounding the keyboard of his computer.', 'Thomas pounded on the door with his fist.', 'Waves pounded against the pier.', 'Green pounded his fist on the counter.']","to hit something/somebody hard many times, especially in a way that makes a lot of noise ","['Heavy rain pounded on the roof.', 'All she could hear was the sound of waves pounding against the cliffs.', 'Someone was pounding at the door.', ""The factory's machinery pounded away day and night."", 'She pounded him with her fists.']"
The locks pound the water of the canal .,1,2,pound,VERB,Strike or hit heavily and repeatedly.,Patrick pounded the couch with his fists,"If you pound something or pound on it, you hit it with great force, usually loudly and repeatedly.","['He pounded the table with his fist.', 'Somebody began pounding on the front door.', 'She came at him, pounding her fists against his chest.', '...the pounding waves.']"," to hit something very hard several times and make a lot of noise, damage it, break it into smaller pieces etc","['He began pounding the keyboard of his computer.', 'Thomas pounded on the door with his fist.', 'Waves pounded against the pier.', 'Green pounded his fist on the counter.']","to hit something/somebody hard many times, especially in a way that makes a lot of noise ","['Heavy rain pounded on the roof.', 'All she could hear was the sound of waves pounding against the cliffs.', 'Someone was pounding at the door.', ""The factory's machinery pounded away day and night."", 'She pounded him with her fists.']"
The prisoners are safely pounded .,1,4,pound,VERB,Strike or hit heavily and repeatedly.,Patrick pounded the couch with his fists,"If you pound something or pound on it, you hit it with great force, usually loudly and repeatedly.","['He pounded the table with his fist.', 'Somebody began pounding on the front door.', 'She came at him, pounding her fists against his chest.', '...the pounding waves.']"," to hit something very hard several times and make a lot of noise, damage it, break it into smaller pieces etc","['He began pounding the keyboard of his computer.', 'Thomas pounded on the door with his fist.', 'Waves pounded against the pier.', 'Green pounded his fist on the counter.']","to hit something/somebody hard many times, especially in a way that makes a lot of noise ","['Heavy rain pounded on the roof.', 'All she could hear was the sound of waves pounding against the cliffs.', 'Someone was pounding at the door.', ""The factory's machinery pounded away day and night."", 'She pounded him with her fists.']"
They poured water over the floor .,0,1,pour,VERB,Flow rapidly in a steady stream.,water poured off the roof,"If you pour a liquid or other substance, you make it flow steadily out of a container by holding the container at an angle.","['Pour a pool of sauce on two plates and arrange the meat neatly.', 'Francis poured a generous measure of the whisky into a fresh glass.', 'Heat the oil in a non-stick frying-pan, then pour in the egg mixture.']", to make a liquid or other substance flow out of or into a container by holding it at an angle,"['She poured coffee for everyone.', 'The wine was so bad I just poured it away.', 'Why don’t you pour yourself another drink?']","to make a liquid or other substance flow from a container in a continuous stream, especially by holding the container at an angle","['Pour the sauce over the pasta.', 'She poured boiling water down the sink.', 'Although I poured it carefully, I still managed to spill some.', 'Pour away as much fat as possible from the roasting pan.']"
They poured water over the floor .,0,1,pour,VERB,Flow rapidly in a steady stream.,water poured off the roof,"If you pour a liquid or other substance, you make it flow steadily out of a container by holding the container at an angle.","['Pour a pool of sauce on two plates and arrange the meat neatly.', 'Francis poured a generous measure of the whisky into a fresh glass.', 'Heat the oil in a non-stick frying-pan, then pour in the egg mixture.']", to make a liquid or other substance flow out of or into a container by holding it at an angle,"['She poured coffee for everyone.', 'The wine was so bad I just poured it away.', 'Why don’t you pour yourself another drink?']","to make a liquid or other substance flow from a container in a continuous stream, especially by holding the container at an angle","['Pour the sauce over the pasta.', 'She poured boiling water down the sink.', 'Although I poured it carefully, I still managed to spill some.', 'Pour away as much fat as possible from the roasting pan.']"
People were pouring out of the theater .,1,2,pour,VERB,Flow rapidly in a steady stream.,water poured off the roof,"If you pour a liquid or other substance, you make it flow steadily out of a container by holding the container at an angle.","['Pour a pool of sauce on two plates and arrange the meat neatly.', 'Francis poured a generous measure of the whisky into a fresh glass.', 'Heat the oil in a non-stick frying-pan, then pour in the egg mixture.']", to make a liquid or other substance flow out of or into a container by holding it at an angle,"['She poured coffee for everyone.', 'The wine was so bad I just poured it away.', 'Why don’t you pour yourself another drink?']","to make a liquid or other substance flow from a container in a continuous stream, especially by holding the container at an angle","['Pour the sauce over the pasta.', 'She poured boiling water down the sink.', 'Although I poured it carefully, I still managed to spill some.', 'Pour away as much fat as possible from the roasting pan.']"
